Overledene-Voornaam,Aantal
Rogidus,1
Rogier,124
Rogiera,1
Rogierus,1
Rogina,8
Ršgtger,1
Rogus,1
Rokens,2
Rokes,5
Rokesje,2
Rokeske,7
Rokis,2
Rokiske,1
Rokus,71
Rokusina,2
Rokuske,3
Rokusken,1
Rolaf,1
Roland,14
Rolanda,24
Rolandam,1
Rolanders,1
Rolandi,2
Rolandis,2
Rolandus,170
Rolant,3
Rolef,1
Rolf,4
Rolif,1
Rolina,5
Rollant,1
Rollina,1
Rolof,7
Roloff,3
Roloph,1
Roluf,1
Rolyandus,1
Rom,19
Romain,5
Romaldus,3
Roman,1
Romana,2
Romania,3
Romanie,5
Romanus,24
Rombalda,1
Rombaldus,2
Rombaut,1
Rombautius,1
Rombert,2
Rombertus,17
Romboldt,1
Romboldus,6
Rombou(t),1
Romboudt,2
Romboudus,1
Rombout,214
Romboutdien,1
Rombouthius,1
Romboutius,1
Rombouts,3
Romboutus,1
Rombualdus,1
Romealdius,1
Romeina,1
Romelia,1
Romenie,2
Romialda,1
Romigius,2
Romijn,1
Romijna,18
Romijntje,1
Romke,4
Romken,1
Romkje,1
Rommaldus,1
Rommanus,1
Romme,23
Rommeken,1
Rommen,12
Rommens,1
Rommenus,1
Rommer,1
Rommert,3
Rommijna,1
Rommina,1
Rommoldus,3
Rommualdus,1
Romnaldus,1
Romolda,5
Romoldus,11
Romualda,12
Romualdis,1
Romualdus,58
Romuddus,1
Romuldus,6
Romuoldus,1
Romuwalda,1
Romvalda,1
Romvaldus,1
Romwaldus,7
Ron,1
Ronald,14
Ronaldus,2
Ronerius,2
Ronnij,1
Roobert,1
Roobertus,1
Roock,1
Roocus,2
Roocxke,1
Rooijen,1
Rookes,2
Rookje,8
Rookus,4
Room,2
Roordien,1
Roordiena,2
Roordina,4
Roos,8
Roosa,1
Roosemont,1
Roosetta,1
Roosje,30
Roosken,1
Roover,8
Roovert,1
Rooxke,1
Ropkje,1
Ršrd,1
Rornesius,1
Roro,1
Rosa,174
Rosala,1
Rosalia,536
Rosalie,99
Rosaliea,1
Rosalien,1
Rosaliena,1
Rosalina,74
Rosalinda,1
Rosaline,6
Rosalis,1
Rosalius,2
Rosan,1
Rosanita,1
Rosaria,3
Rosa-Rita,1
Rose,12
Roselia,1
Roselina,10
Roselinde,1
Rosella,2
Rosemarij,1
Rosephina,1
Roserus,1
Roset,2
Rosethe,1
Rosethia,1
Rosetta,42
Rosette,13
Rosettha,3
Rosewina,1
Rosiena,4
Rosier,16
Rosijn,1
Rosijna,2
Rosilia,1
Rosina,122
Rosine,2
Rosini,2
Rosinus,2
Rosira,2
Rosita,1
Roslia,1
Rosolie,1
Rosphina,1
Rossilina,1
Rossina,1
Rossini,9
Rosslia,1
Rosyna,1
Rotgert,2
Rotrudis,2
Rouchus,1
Roudolf,2
Roudolph,1
Roukes,1
Roukus,3
Roulandus,4
Roulant,1
Roulens,1
Rouline,2
Roulof,3
Roulofina,1
Rouloft,1
Rouwertus,1
Rouwlina,1
Rovenius,1
Rover,15
Roveria,2
Roverius,46
Roveroux,1
Rovert,1
Roverus,10
Roxana,4
Roxina,9
Roxine,1
Roxken,1
Roxyntken,1
Roy,3
Roza,17
Rozalia,32
Rozalie,2
Rozalina,4
Rozelina,1
Rozetta,19
Rozette,9
Roziena,1
Rozientje,1
Rozier,3
Rozijna,1
Rozina,5
Rozolina,1
Rubecca,1
Ruben,13
Rubert,1
Ruberta,1
Rubertus,9
Rucas,1
Ruddina,2
Rudericus,1
Rudgemo,1
Rudger,2
Rudgera,1
Rudgerus,4
Rudi,3
Rudiena,4
Rudier,6
Rudij,2
Rudina,7
Rudio,1
Rudjen,1
Rudloph,1
Rudol,1
Rudolf,253
Rudolff,4
Rudolfh,1
Rudolfhus,1
Rudolfie,1
Rudolfina,1
Rudolfus,12
Rudolof,1
Rudolp,4
Rudolpe,2
Rudolph,222
Rudolpha,19
Rudolphe,5
Rudolphia,1
Rudolphina,56
Rudolphine,8
Rudolphus,1215
Rudolpus,5
Rudols,1
Rudophus,4
Rudoplh,1
Rudt,2
Rudth,1
Rudulphus,10
Rudy,1
Ruelen,1
Ruetgen,1
Rufe,1
Ruffus,1
Rufina,4
Rufinus,2
Rufus,6
Rugardus,5
Rugerius,1
Rugerus,2
Ruichygus,1
Ruijrtge,1
Ruijter,1
Ruirirus,1
Rulanda,1
Rulandus,4
Ruldina,2
Ruldolph,1
Ruldolphina,1
Rulina,2
Rumaldus,2
Rumbautus,1
Rumboldus,3
Rumme,1
Rummen,2
Rumnaldus,2
Rumoaldis,1
Rumold,1
Rumolda,10
Rumoldi,1
Rumoldij,1
Rumoldis,1
Rumoldius,1
Rumoldus,476
Rumoldus?,1
Rumuldus,3
Rumuoldus,1
Runold,1
Runoldus,1
Rupertus,9
Ruphina,3
Ruphine,2
Ruske,1
Rusolphus,1
Russelt,1
Rut,211
Ruta,1
Rutcher,1
Rutchera,3
Rutcherius,1
Rutcherus,11
Rutchier,1
Rutdien,2
Rutdienne,1
Rutdier,3
Rutdina,8
Rutdorus,1
Rutg,2
Rutgaard,1
Rutgaardus,1
Rutgaerdt,1
Rutgardina,2
Rutgardus,3
Rutgart,1
Rutger,69
Rutgera,80
Rutgerard,1
Rutgerd,2
Rutgerdis,1
Rutgerecht,1
Rutgeres,2
Rutgeri,1
Rutgerie,1
Rutgerij,1
Rutgeris,10
Rutgerius,13
Rutgers,1
Rutgert,6
Rutgertje,1
Rutgerum,2
Rutgerus,944
RŸtgerus,1
Rutgeus,1
Rutgher,2
Rutgherus,6
Rutgier,1
Rutgirus,1
Ruth,284
Rutha,1
Ruthdien,3
Ruthdiena,3
Ruthdier,1
Ruthdina,14
Ruthen,1
Rutherus,12
Ruthgardis,1
Ruthgardus,1
Ruthger,2
Ruthgera,14
Ruthgeris,1
Ruthgerius,1
Ruthgerum,1
Ruthgerus,138
Ruthina,1
Ruthje,1
Ruthjen,1
Rutie,1
Rutien,1
Rutje,4
Rutjri,1
Rutn,1
Ruts,1
Rutt,6
Rutta,1
Rutte,2
Rutten,1
Rutterus,1
Ruttgerus,1
Ruttie,3
Ruttien,2
Ruttje,1
Ruurd,9
Ruurds,1
Ruurdtje,1
Ruurt,1
Ruwardes,1
Ruytten,1
Rychart,1
Ryckaldus,1
Rycket,1
Rydolphus,1
Ryk,1
Rynder,5
Ryndert,2
Rynera,2
Ryneri,3
Rynerii,1
Rynerius,2
Rynerus,36
Rynhardt,1
Rynier,4
Ryptje,1
S(imon?),2
Saaerken,1
Saake,1
Saakes,2
Saakien,1
Saakje,5
Saantje,2
Saara,2
Saartje,55
Sabastiaan,1
Sabastiana,1
Sabella,3
Sabijn,1
Sabijna,2
Sabilla,2
Sabina,35
Sabine,5
Sabinus,4
Saccharias,1
Sacha,1
Sachareas,1
Sacharias,26
Sacharijas,1
Sacramenta,1
Sacrijs,2
Saderina,1
Sadoc,1
Sadock,1
Saekje,1
Saerel,1
Saerken,5
Saerkgen,1
Saertje,3
Saes,1
Saffrijn,1
Safprijn,1
Sagarias,9
Sagarijas,2
Sagherijs,1
Saion,1
Saja,1
Sake,5
Sala,1
Salamon,2
Sale,1
Salem-Hagar,1
Salemon,2
Salij,1
Salijn,1
Salina,1
Salli,1
Sallie,2
Sallij,2
Sallustia,1
Sally,2
Salome,4
SalomŽ,1
Salomea,2
Salomi,1
Salomina,3
Salomine,1
Salomo,7
Salomom,1
Salomon,211
Salomonis,1
Saloomon,1
Salottha,1
Salvader,1
Salvador,1
Salvatore,1
Salvus,1
Samalina,1
Samarie,1
Samarina,2
Samel,1
Samelina,1
Samme,2
Sammii,1
Sammin-sems,1
Sampson,7
Samson,12
Samu,1
Samuel,447
Samu‘l,22
SamŸel,1
Samuela,3
Samuele,1
Samuelina,7
Samuelis,1
Samuella,2
Samuelle,1
Samuellina,1
Samule,1
Samulus,1
San(c)tius,1
Sana,1
Sanchez,1
Sancius,1
Sancti,1
Sanctij,1
Sanctior,27
Sanctior/heijliger,1
Sanctiorius,1
Sanctius,69
Sancto,2
Sanctus,11
Sancty,1
Sancxtus,1
Sander,95
Sanderijn,2
Sanderijna,4
Sanderina,14
Sanders,1
Sanderus,4
Sandra,4
Sandries,1
Sandrijn,3
Sandrijne,1
Sandrijntien,1
Sandrijntje,1
Sandrikus,4
Sandrina,28
Sandrine,1
Sandrinus,2
Sanna,4
Sannamij,1
Sanneken,1
Sansdrina,1
Sanson,1
Sante,1
Santiago,1
Santijn,1
Santijna,1
Sanuel,1
Saphrijn,1
Sara,1233
Sarah,24
Saralima,1
Sare,1
Sarel,1
Saret,2
Sarikem,1
Sarina,3
Sarken,1
Sarlet,1
Sarline,1
Sarmini,1
Sarmo,1
Sarolta,1
Sarra,1
Sarvaes,1
Saskia,5
Satoor,1
Saturninus,1
Saul,2
Sauveur,1
Savina,1
Sazanna,1
Scarel,1
Scato,1
Sceijken,1
Schack,1
Schaerlus,1
Schaiija,1
Schalck,5
Schalckius,1
Schalckwinus,1
Schalcus,1
Schaldina,3
Schalk,45
Schao,1
Scharel,2
Scharelis,1
Scharijl,1
Scharijt,1
Scharlotta,1
Scharlotte,1
Schato,1
Scheelen,1
Scheij,1
Schellekens,1
Schelman,1
Schelte,1
Schepen,1
Scheper,1
Scher,1
Scherlotta,2
Schervant,1
Schicke,1
Schilder,1
Schilleman,1
Schilman,1
Schin,1
Scholastica,5
Scholek,1
Scholeta,1
Schols,1
Schoontje,11
Schrevel,1
Schrevelina,1
Schristianus,1
Scipion,1
Scot,1
Seb,1
Seba,1
Sebald,3
Sebaldus,3
Sebaltis,2
Sebaltus,2
Sebastaena,1
Sebastannus,1
Sebastanus,1
Sebasthanus,1
Sebasthiana,2
Sebasthianus,1
Sebastia,1
Sebastiaan,513
Sebastiaans,1
Sebastiaantje,1
Sebastiaen,46
Sebastiaenus,1
Sebastian,5
Sebastiana,308
Sebastianes,1
Sebastiani,17
Sebastianis,2
Sebastianns,1
Sebastians,1
Sebastianus,2085
Sebastianus?,1
Sebastiany,1
Sebastien,23
SŽbastien,2
Sebastienne,8
Sebastijaan,2
Sebastina,1
Sebastinanus,4
Sebastinus,3
Sebastjaan,1
Sebastjanus,1
Sebastuinus,1
Sebatiaan,1
Sebatiana,2
Sebatianus,2
Sebechien,1
Sebedeus,4
Sebel,1
Sebela,1
Sebelia,1
Sebelie,1
Sebella,1
Seben,2
Seberdien,1
Seberdiena,1
Seberdina,13
Seberecht,1
Seberegthus,1
Seberijn,1
Sebert,20
Seberta,3
Sebertina,1
Sebertus,84
Sebiella,1
Sebil,2
Sebilia,1
Sebilla,49
Sebille,3
Sebina,3
Sebracht,2
Sebragt,1
Sebrand,1
Sebrandina,2
Sebrandine,1
Sebrandus,1
Sebrant,2
Sebrecht,42
Sebrechta,1
Sebrechtje,5
Sebregh,1
Sebreght,6
Sebregt,25
Sebregta,1
Sebregth,1
Sebregtha,1
Sebregts,1
Sebulan,1
Sebulon,1
Secchi,1
Secerica,1
Secilia,6
Sedoca,1
Sedona,1
SedonnŽ,1
Sedrach,1
Seeb,1
Seebrecht,1
Seebregt,1
Seeger,28
Seegertrije,1
Seel,2
Seelen,1
Seelia,2
Seeliken,1
Seelken,3
Seeltje,1
Seene,1
Seepert,1
Sefarinus,1
Seferinus,1
Sefia,1
Sefiena,1
Sefina,1
Sefke,1
Segbertdienna,1
Segbertus,2
Segeberta,2
Segebertus,58
Segelbertus,1
Segelinda,1
Seger,107
Segera,15
Segerard,1
Segerardus,2
Segerbertus,3
Segerdiena,1
Segerdina,5
Segere,1
Segeres,1
Segeria,2
Segerina,32
Segerinus,2
Segerius,15
Segerke,1
Segerken,4
Segers,3
Segert,5
Segerus,203
Segerwoldus,1
Segewoldus,3
Segherius,1
Segisbert,1
Segisbertus,8
Segobertus,1
Segordina,1
Segorius,3
Segrina,11
Seia,3
Seibert,1
Seicken,2
Seickjen,1
Seij,5
Seija,19
Seijcke,1
Seijcken,5
Seije,1
Seijebertus,1
Seijen,2
Seijes,1
Seijk,1
Seijke,112
Seijken,52
Seijme,1
Seijmen,4
Seijmon,1
Seijna,1
Seijne,1
Seijnen,1
Seijntien,1
Seijntje,1
Seijtje,3
Seike,5
Seime,2
Seimen,1
Seine,2
Seitgen,1
Seitje,1
Sel,1
Selama,1
Selasius,1
Selbertus,1
Sele,1
Seleke,17
Selekeur,1
Selena,1
Seles,1
Selestina,2
Selfina,1
Seli,4
Selia,9
Selianus,1
Selie,1
Selien,2
Seliena,1
Seligman,1
Selike,3
Seline,1
Selis,5
Selke,1
Selken,2
Sellij,1
Selma,7
Selpert,1
Selsin,1
Selt,1
Selvester,2
Semeon,1
Semer,1
Semina,1
Sena,1
Sencken,1
Seneng,1
Senet,1
Senetje,1
Senken,1
Sennert,1
Seno,1
Senskes,1
Sent,6
Sentina,2
Sentje,1
Sepastianus,1
Seperdina,1
Sepert,4
Sepherijn,1
Sepke,2
Sepraphia,1
Septima,1
Septimus,2
Ser,1
Serafina,3
Seraphia,15
Seraphin,3
Seraphina,42
Seraphine,4
Seraphinus,16
Seraphius,1
Serapia,2
Serapis,1
Serardus,1
Serehep,1
Serephina,1
Serfaas,4
Serfaes,4
Serfas,1
Serfasius,1
Sergeant,1
Sergina,1
Sergius,2
Seriakes,1
Seriant,2
Serliena,1
Serp,1
Serphaas,1
Serphasius,1
Serriant,1
Servaas,219
Servacius,1
Servaes,78
Servaess,2
Servais,6
Servait,1
Servanus,1
Servas,1
Servasiena,1
Servasina,16
Servasius,9
Servatia,14
Servatijus,1
Servatius,620
Servaty,1
Servaza,1
Serverinus,2
Servina,1
Servinus,1
Sesart,1
Sesbastien,1
Seselia,1
Set,1
Setske,3
Seurmon,1
Sevaers,2
Sevasius,1
Sevatius,1
Severeijn,1
Severein,2
Severien,1
Severijn,16
Severijnse,1
Severin,3
Severina,9
Severine,2
Severinus,91
SŽverinus,1
Severius,2
Severus,3
Severyna,1
Seviant,1
Sevie,1
Sevinus,1
Sevraes,2
Sevrienus,1
Sevrijn,1
Sevrinus,1
Sewinus,1
Seycken,4
Seyke,6
Seyken,7
Seyman,1
Seymen,1
Seymon,1
Seyna,2
Seysken,1
Seytie,2
Seytje,1
Sharon,1
Sia,13
Siack,1
Siaerdus,1
Siana,1
Siardus,45
Siarlis,1
Sibaldus,1
Sibaltus,1
Sibasta,1
Sibbele,2
Sibbelina,1
Sibbeltje,1
Sibbert,1
Sibbrecht,1
Sibella,9
Siber,1
Siberdina,2
Sibers,1
Sibert,13
Siberta,12
Sibertha,5
Sibertina,1
Sibertus,44
Sibijlla,35
Sibijlle,1
Sibila,2
Sibilia,1
Sibill,1
Sibilla,410
Sibillam,2
Sibille,9
Sibillina,2
Sibillus,1
Sible,1
Sibolt,4
Sibout,1
Sibrandina,1
Sibrandt,1
Sibrandus,5
Sibrant,3
Sibrecht,13
Sibrechtje,1
Sibregje,1
Sibregt,2
Sibregta,1
Sibregtha,1
Sibren,1
Sibrendus,1
Sibrigt,1
Sibrin,1
Sibylla,10
Sibylle,1
Sica,1
Sicco,1
Sichorichius,1
Sicilia,2
Sicko,1
Sida,1
Sideles,1
Sidenia,1
Sidneij,2
Sidonia,4
Sidonie,14
Sidonius,2
Sie,2
Siea,1
Siebe,5
Sieben,1
Sieberdt,1
Siebert,10
Sieberta,2
Siebertus,9
Siebes,1
Siebilla,3
Siebo,1
Siebold,1
Siebolt,2
Siebrand,2
Siebre,1
Siebrecht,1
Siebregje,2
Siebren,2
Siebrig,1
Siebrigje,2
Siecke,1
Sieckjen,1
Siedonnie,1
Sieds,2
Siegbertus,2
Siegebertus,3
Sieger,7
Siegerbertus,1
Siegfreid,1
Siegfried,14
Sieje,1
Sieka,2
Sieke,5
Sieljakoes,1
Siemen,3
Siemeon,1
Siemetje,1
Siemke,2
Siemon,18
Sien,3
Siena,6
Sienette,1
Sientje,42
Sienus,1
Siere,1
Siers,1
Siert,1
Sies,1
Sietje,2
Sietsche,1
Sietse,4
Sietske,7
Sietsken,1
Sietze,7
Sieuwke,1
Siewert,2
Sifferijn,1
Siffrijn,1
Sifia,2
Sigbert,2
Sigberta,7
Sigbertus,16
Sigeberta,4
Sigeberte,1
Sigebertha,1
Sigebertus,51
Sigelinda,1
Sigertgen,1
Sigesbertus,2
Sigiberta,2
Sigibertus,7
Sigisberta,2
Sigisbertus,16
Sigismond,1
Sigismund,1
Sigismundus,5
Sigline,1
Sigmond,2
Sigmund,4
Sigo,1
Sigoe,1
Sigrid,1
Sigrina,1
Sigwert,1
Siija,1
Sija,222
Sijaan,3
Sijbe,5
Sijbella,1
Sijbelle,1
Sijbert,1
Sijbertus,4
Sijbes,1
Sijbijlle,1
Sijbila,2
Sijbilla,228
Sijbilla1,1
Sijbille,1
Sijbold,1
Sijbolt,4
Sijbran,1
Sijbrand,18
Sijbrandus,16
Sijbrant,2
Sijbrecht,2
Sijbregta,1
Sijbren,11
Sijbrend,1
Sijbrigje,4
Sijbrnadus,1
Sijbron,3
Sijcke,6
Sijcken,24
Sijd,1
Sijde,1
Sijdje,1
Sije,4
Sijecken,2
Sijeckjen,1
Sijeke,1
Sijeken,1
Sijel,1
Sijetske,1
Sijewert,1
Sijfert,1
Sijger,1
Sijgibertus,1
Sijgina,1
Sijgje,18
Sijke,753
Sijken,185
Sijker,1
Sijkina,1
Sijkje,1
Sijlvain,1
Sijlvanus,1
Sijlvester,23
Sijlvia,8
Sijlvie,1
Sijman,1
Sijme,25
Sijmen,214
Sijmeon,4
Sijmken,1
Sijmon,556
Sijmones,1
Sijmonis,5
Sijmons,1
Sijmphorosa,1
Sijmpje,1
Sijn,2
Sijna,17
Sijne,2
Sijnsje,1
Sijntie,1
Sijntje,16
Sijntjen,3
Sijs,2
Sijsbertus,1
Sijske,1
Sijsken,1
Sijt,1
Sijtge,1
Sijtgen,1
Sijtie,4
Sijtje,20
Sijtjen,1
Sijtken,2
Sijtse,2
Sijtseke,1
Sijtshe,1
Sijtske,8
Sijtze,9
Sijvester,1
Sika,2
Sike,1
Siken,2
Sikke,6
Sikko,2
Sikman,1
Sikonides,1
Silbilla,1
Silbrand,1
Silene,1
Siles,1
Silia,12
Siliobus,1
Silis,1
Silius,1
Silke,1
Sillicken,1
Silmannus,1
Silo,4
Silvain,1
Silvecker,1
Silveria,1
Silverius,1
Silverster,1
Silvester,113
Silvestina,1
Silvestra,8
Silvestre,1
Silvestrina,10
Silvia,10
Silvian,1
Silvie,1
Silvina,1
Silvine,1
Silvinus,4
Sily,1
Simaon,1
Sime,2
Simen,4
Simens,1
Simeon,107
SimŽon,1
Simeonis,6
Simion,2
Simiona,1
Simmertje,1
Simmigje,1
Simmon,1
Simom,2
Simon,4611
Simon(de,1
Simona,9
Simone,3
Simonem,1
Simoneta,1
Simonetta,11
Simonette,2
Simoni,1
Simonia,6
Simonides,2
Simonis,52
Simonken,1
Simonn,1
Simonne,1
Simons,5
Simont,1
Simonus,4
Simonys,1
Simphorosa,2
Sims,1
Sina,18
Sinetta,4
Sing,2
Singenetta,1
Sinne,1
Sinte,2
Sintius,1
Sint-Machiel,2
Sintthomas,1
Sintus,1
Sinus,4
Siomon,1
Sipbertus,2
Siperijna?,1
Sipke,10
Sipkel,1
Sipken,1
Sipkens,1
Sipkje,1
Sipko,1
Sippe,1
Siriant,1
Sis,23
Sisca,2
Sisea,1
Siselia,1
Sisius,1
Siske,2
Sisken,1
Sita,1
Sithania,1
Siti,1
Sitken,1
Sitsse,1
Siveija,1
Siverinus,1
Sixti,1
Sixtus,3
Sjaak,2
SJaen,1
Sjana,1
Sjaukje,1
Sjef,2
Sjerk,2
Sjirzetta,1
Sjoanna,1
Sjoeke,1
Sjoerd,25
Sjoerda,1
Sjoerdje,2
Sjoerdsje,1
Sjoert,2
Sjoertje,1
Sjohanna,2
Sjonij,1
Sjootje,1
Sjouke,11
Sjoukelina,1
Sjoukje,12
Sjouwkje,1
Sjouwte,1
Slintge,1
Slinus,1
Slutie,1
Slutie?,1
Sluwer,1
Smit,1
Snel,1
Snhenricus,1
Snoek,1
Soa,9
Soeijtje,1
Soeijtken,1
Soemilah,1
Soesman,3
Soet,3
Soeta,10
Soete,2
Soeteken,1
Soeten,1
Soetge,1
Soetgen,7
Soetha,1
Soetia,2
Soetie,8
Soetien,12
Soetije,1
Soetje,107
Soetjen,22
Soetke,2
Soetken,23
Soetkjen,2
Soette,1
Sofeja,1
Soffia,9
Sofia,54
Sofie,5
Sofiea,1
Sofij,1
Sofija,2
Sofike,1
Sofina,2
Sofis,1
Softija,1
Sofya,1
Sohia,4
Soijten,2
Soijtien,1
Soita,1
Soiten,1
Soitje,1
Solbertus,1
SolŽe,1
Solkes,1
Somin,1
Sonja,4
Sopha,2
Sopheus,5
SophŽus,1
Sophi,1
Sophia,2552
Sophiam,1
SophiaMaria,1
Sophie,81
Sophiea,3
Sophija,3
Sophina,3
Sophinus,3
Sophronia,1
SophØa,1
Sophytgen,1
Sopia,3
Soprinus,1
Sosanna,1
Sota,5
Sotanna,1
Sotera,1
Sotje,1
Sourmond,1
Sousin,1
Sousman,1
Souta,1
Soutje,1
Soutjen,1
Souverijn,1
Souverinus,1
Souwtje,1
Sovia,2
Sozina,1
Speranza,1
Sperdtje,1
Splinter,3
Spoord,1
Sprientje,1
Sr,2
Srathias,1
Sroffy,1
Staafje,1
Staarken,1
Staas,3
Stadina,1
Staes,7
Staesken,1
Staets,1
Staezik,1
Stafaennus,1
Stafina,1
Stagia,2
Staijas,1
Stanislaa,1
Stanislas,4
Stanislaus,27
Stanislaw,1
Stanius,1
Stans,23
Stanuslaus,2
Stas,1
Statius,3
Staucken,1
Stauken,1
Ste,1
Steevanis,1
Steeve,2
Steeven,53
Stefaan,4
Stefabus,1
Stefan,2
Stefanes,2
Stefani,1
Stefania,2
Stefanie,5
Stefanis,6
Stefanus,83
Steffaan,1
Steffan,1
Steffen,3
Stefhanus,1
Stefie,1
Stefina,7
Stefinis,1
Stefrena,1
Stehpanus,1
Steijn,1
Steijna,7
Steijnberdina,1
Steijneken,1
Steijnken,1
Steijnten,1
Steijntie,2
Steijntje,22
Stein,1
Steintje,11
Stella,1
Stendert,1
Stenft,1
Stennia,1
Step(h)anus,1
Stepan,1
Stepani,1
Stepania,1
Stepanus,2
Stepha,1
Stephaan,6
Stephan,13
Stephana,33
Stephane,1
Stephani,81
Stephania,39
Stephanie,35
StŽphanie,2
Stephanijken,1
Stephanina,1
Stephanis,8
Stephanius,1
Stephannes,1
Stephannis,1
Stephannus,2
Stephanum,1
Stephanus,1763
Stephaus,1
Stephe,1
Stephelina,2
Stephen,9
Stephena,2
Stephina,18
Stergios,1
Stermannus,1
Steva,2
Stevander,1
Stevanus,1
Steve,17
Stevelijn,1
Stevelina,6
Steven,472
Steven?,1
Stevens,2
Steventie,1
Steventje,5
Steverijna,1
Stevia,1
Stevina,6
Stevus,1
Steyn,1
Steyneke,1
Steyntje,2
Steyntjen,1
Stfhanus,1
Sthefanus,3
Sthepahunus,1
Sthepanus,1
Sthephana,1
Sthephanus,5
Sthijn,2
Stien,4
Stiena,2
Stieneke,2
Stientien,2
Stientje,6
Stienus,2
Stiijntje,1
Stijen,1
Stijn,19
Stijna,36
Stijne,1
Stijnis,1
Stijnjen,1
Stijnjen?,1
Stijnke,1
Stijnken,14
Stijnneken,1
Stijntge,2
Stijntgen,10
Stijntie,3
Stijntien,6
Stijntije,1
Stijntijen,3
Stijntje,157
Stijntjen,20
Stijntjgien,1
Stijntken,4
Stina,1
Stindent,1
Stine,1
Stingen,1
Stinneken,1
Stintge,2
Stintien,1
Stintje,2
Stinus,8
Stoeffel,2
Stoffel,243
Stoffeleijn,2
Stoffelen,1
Stoffelien,3
Stoffelientje,1
Stoffelijn,2
Stoffelijna,5
Stoffelijntge,2
Stoffelijntgen,1
Stoffelijntje,1
Stoffelijntjen,2
Stoffelina,99
Stoffeline,1
Stoffelinien,1
Stoffelinus,1
Stoffelke,2
Stoffelken,5
Stoffell,1
Stoffels,1
Stoffeltie,1
Stoffeltien,2
Stoffeltije,1
Stoffeltje,14
Stoffeltjen,2
Stoffeltken,1
Stoffelynken,1
Stoffer,3
Stoffil,1
Stoflina,2
Stooffel,1
Storia,1
Stormand,1
Storssem,1
Stouke,1
Stouker,1
Stouwken,1
Stovia,1
Strata,1
Strijen,1
Strikkerina,2
Stuardt,1
Stuart,3
Styn,2
Styna,1
Styneken,1
Stynneken,1
Styntgen,4
Styntie,4
Styntien,4
Styntje,1
Styntken,1
Suanca,1
Suania,1
Suantjen,1
Suaren,1
Suavia,5
Sub,1
Subela,1
Suenken,1
Suetge,1
Suettjen,1
Sufanna,1
Suffia,5
Suffie,1
Suffridus,1
Suffrijn,1
Sufia,2
Suibertus,4
Suijtken,1
Suira,3
Suitbertus,2
Sujanna,1
Sulimanus,1
Sulpitius,1
Suphia,1
Suphina,1
Suphrosina,1
Supola,1
Supriana,1
Sura,8
Suremina,1
Surfaas,1
Susan,3
Susana,2
Susanna,1834
SusannaChristina,1
Susanne,77
Susanneke,2
Susanneken,13
Susannne,1
Susannus,1
Suse,2
Susena,1
Susette,3
Susina,2
Susius,1
Sussana,5
Sussanna,16
Sussanneke,1
Suster,4
Suta,2
Suwert,1
Suza,1
Suzana,1
Suzane,3
Suzanna,169
Suzanne,12
Suzanneken,1
Suze,2
Suzette,5
Sven,1
Svetke,2
Swaantie,1
Swaantje,9
Swaantjen,1
Swaenten,1
Swaentgen,2
Swaentgie,1
Swaentie,1
Swaentje,5
Swan,1
Swarte,1
Swartghiens,1
Sweer,9
Sweerdina,2
Sweerets,1
Sweerienna,1
Sweria,1
Sweris,1
Swerus,2
Swibertus,1
Swiebertus,1
Swier,1
Swijsse,1
Swijtse,1
Switbertha,1
Switbertus,10
Switbertus??,1
Swopkje,1
Swyntie,1
Sya,4
Sybilla,56
Sybille,3
Sybrandt,1
Sybrecht,1
Sybren,1
Syburch,1
Sycken,2
Sycne,1
Sye,1
Syecken,1
Syia,1
Syke,14
Syken,40
Sylvester,5
Sylvia,4
Sylvie,1
Sym,1
Symen,17
Symeon,3
Symme,1
Symon,102
Symonis,6
Symonus,2
Syn,1
Syna,3
Synken,2
Syntie,1
Syntien,1
Syntje,6
Sytgen,5
Sytien,1
Sytje,5
Sytske,1
Szijja,1
Taanken,1
Tabe,2
Tabus,1
Taco,3
Tadeusz,1
Tadoris,1
Taecken,1
Taede,3
Taeke,6
Taeken,2
Taenken,24
Taenkenen,1
Taetske,2
Take,2
Talegien,1
Talita,1
Talontein,1
Taltje,1
Tama,2
Tamara,1
Tames,2
Tamia,1
Tamine,1
Tamme,1
Tammechien,1
Tammerus,1
Tammes,1
Tammo,2
Tan,2
Taneke,1
Tanis,1
Tanja,1
Tanken,2
Tanna,99
Tanna?,1
Tanne,1
Tanneke,351
Tanneken,306
Tanneske,1
Tannetie,1
Tannetje,49
Tannij,1
Tannneke,1
Tarcisia,1
Tarde,1
Tassier,1
Tat-Wah,1
Tcheng,1
Teckla,1
Tecla,9
Ted,1
Teddi,1
Teeodora,1
Teertze,1
Teetje,2
Teetske,3
Teeuntje,1
Teeus,1
Teeuw,1
Teeuwen,4
Teeuwes,3
Teeuwis,4
Teewis,3
Tefije,1
Teh,1
Tehodora,1
Tehodoris,1
Teije,1
Teijken,1
Teijntie,1
Teijntje,1
Teijs,3
Teijske,1
Teijsken,4
Teijte,1
Teijten,2
Teintje,1
Teiuwen,1
Teke,1
Tekela,5
Tekla,4
Teleke,1
Telena,1
Tell,1
Telman,1
Temisken,1
Temma,1
Temmigje,1
Temmigjen,1
Temmina,1
Temporalis,1
Tenier,1
Tenis,1
Tenissken,1
Tenna,2
Tenneken,1
Tennigjen,1
Tentjen,1
Teo,1
Teobaldus,2
Teodoora,1
Teodooris,1
Teodor,1
